City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
289,sao miguel do araguaia,-13.275,-50.1628,303.53,61,34,0.52,BR,1675801325
290,ustrzyki dolne,49.4304,22.5938,268.22,100,100,2.97,PL,1675801326
291,oussouye,12.485,-16.5469,295.65,50,39,5.65,SN,1675801326
292,anadyr,64.75,177.4833,242.43,76,20,4.0,RU,1675801327
293,casablanca,33.5928,-7.6192,288.33,77,1,2.68,MA,1675801238
294,oktyabrskiy,54.4815,53.471,250.91,100,93,1.11,RU,1675801330
295,kokopo,-4.352,152.2633,298.7,85,100,2.51,PG,1675801333
296,west helena,34.5507,-90.6418,294.01,65,100,4.05,US,1675801334
297,ukiah,39.1502,-123.2078,286.17,62,0,0.0,US,1675801322
298,alice springs,-23.7,133.8833,296.9,83,40,0.0,AU,1675801245
299,envira,-7.3,-70.2167,298.4,95,81,1.02,BR,1675801335
300,maymyo,22.0333,96.4667,285.4,36,0,0.65,MM,1675801336
301,cabedelo,-6.9811,-34.8339,302.52,61,79,6.39,BR,1675801337
302,pringsewu,-5.3582,104.9744,296.43,96,100,0.27,ID,1675801337
303,ngunguru,-35.6167,174.5,291.91,66,100,3.03,NZ,1675801338
304,gallup,35.5281,-108.7426,277.57,59,40,0.89,US,1675801340
305,blairmore,49.6,-114.4353,276.77,78,40,5.54,CA,1675801341
306,grindavik,63.8424,-22.4338,271.41,59,75,13.38,IS,1675801342
307,victoria,22.2855,114.1577,292.25,92,95,3.58,HK,1675801218
308,marilandia,-19.4128,-40.5417,301.66,72,96,1.65,BR,1675801345
309,comodoro rivadavia,-45.8667,-67.5,293.9,47,4,5.54,AR,1675801081
310,belmonte,-15.8631,-38.8828,300.98,70,9,5.58,BR,1675801346
311,omboue,-1.5746,9.2618,299.16,82,71,2.2,GA,1675801118
312,manokwari,-0.8667,134.0833,298.45,84,100,3.01,ID,1675801348
313,mayya,61.7333,130.2811,225.77,100,100,0.77,RU,1675801349
314,eyl,7.9803,49.8164,296.87,77,13,6.12,SO,1675801071
315,fernie,49.5,-115.0687,275.36,97,100,3.1,CA,1675801350
316,bealanana,-14.55,48.7333,291.34,98,100,0.75,MG,1675801333
317,jadu,31.953,12.0261,283.72,44,100,9.74,LY,1675801352
318,baykit,61.67,96.37,256.72,99,100,0.87,RU,1675801225
319,amalapuram,16.5833,82.0167,292.48,91,51,0.61,IN,1675801353
320,morondava,-20.2833,44.2833,299.66,78,100,0.85,MG,1675801354
321,rudsar,37.1376,50.288,283.26,86,96,3.26,IR,1675801355
322,byron bay,-28.65,153.6167,292.01,74,94,2.81,AU,1675801355
323,srednekolymsk,67.45,153.6833,237.88,99,100,2.38,RU,1675801356
324,katsuura,35.1333,140.3,283.29,84,100,7.45,JP,1675801069
325,yaan,7.3833,8.5667,303.78,11,23,1.82,NG,1675801296
326,husavik,66.0449,-17.3389,268.69,63,6,7.9,IS,1675801357
327,san jeronimo,-11.9472,-75.2829,289.41,54,95,2.72,PE,1675801358
328,waingapu,-9.6567,120.2641,299.01,87,96,3.37,ID,1675801358
329,bethel,41.3712,-73.414,277.79,50,0,5.14,US,1675801241
330,coihaique,-45.5752,-72.0662,297.12,46,40,4.12,CL,1675801202
331,lyubech,51.7026,30.6569,264.11,96,7,2.42,UA,1675801359
332,labuhan,-6.8844,112.2051,297.65,90,100,3.44,ID,1675801232
333,asau,46.4333,26.4,269.66,96,100,2.13,RO,1675801360
334,shache,38.4167,77.2406,272.56,63,0,2.3,CN,1675801360
335,port hardy,50.6996,-127.4199,280.22,80,97,5.21,CA,1675801312
336,bubaque,11.2833,-15.8333,297.2,68,66,7.15,GW,1675801361
337,airai,-8.9266,125.4092,289.45,94,92,0.44,TL,1675801302
338,belyy yar,53.6039,91.3903,257.09,92,100,1.0,RU,1675801361
339,ormara,25.2088,64.6357,294.81,68,1,3.69,PK,1675801362
340,faya,18.3851,42.4509,285.44,82,27,2.72,SA,1675801141
341,hearst,49.6835,-83.6665,272.82,91,100,5.4,CA,1675801323
342,belaya gora,68.5333,146.4167,230.37,100,99,0.99,RU,1675801363
343,kisangani,0.5167,25.2,299.72,44,90,0.75,CD,1675801363
344,unai,-16.3575,-46.9061,302.33,55,62,0.74,BR,1675801064
345,luoyang,34.6836,112.4536,278.33,65,100,2.16,CN,1675801364
346,riyadh,24.6877,46.7219,289.23,31,98,4.29,SA,1675801292
347,codrington,-38.2667,141.9667,285.24,88,100,3.7,AU,1675801311
348,liku,-0.7275,119.8922,296.88,91,100,1.28,ID,1675801365
349,petropavlovsk-kamchatskiy,53.0452,158.6483,249.48,77,0,2.0,RU,1675801365
350,neringa,55.3719,21.0647,275.17,90,43,3.8,LT,1675801366
351,banda aceh,5.5577,95.3222,298.4,85,98,2.6,ID,1675801242
352,manta,-0.95,-80.7333,302.03,74,40,4.63,EC,1675801367
353,lunca bradului,46.956,25.1114,268.3,95,81,1.73,RO,1675801367
354,tigzirt,36.8886,4.1198,285.67,66,99,3.95,DZ,1675801368
355,ahuimanu,21.4447,-157.8378,298.99,81,40,5.66,US,1675801368
356,longyearbyen,78.2186,15.6401,267.06,86,75,20.06,SJ,1675801368
357,tiznit,29.5833,-9.5,282.97,77,12,1.62,MA,1675801369
358,tadine,-21.55,167.8833,299.41,76,35,3.41,NC,1675801369
359,odesa,46.4775,30.7326,270.29,66,62,8.01,UA,1675801370
360,sirjan,29.452,55.6814,283.48,67,88,5.99,IR,1675801370
361,aden,12.7794,45.0367,297.85,69,12,5.31,YE,1675801371
362,tuy hoa,13.0833,109.3,295.22,94,19,1.48,VN,1675801371
363,calvillo,21.85,-102.7167,296.67,15,24,3.85,MX,1675801371
364,sola,-13.8833,167.55,300.89,76,100,6.16,VU,1675801372
365,nador,35.174,-2.9287,287.29,77,75,4.63,MA,1675801372
366,taltal,-25.4,-70.4833,296.2,73,46,3.38,CL,1675801373
367,port-gentil,-0.7193,8.7815,300.13,89,40,2.06,GA,1675801373
368,whitianga,-36.8333,175.7,292.23,69,100,3.74,NZ,1675801374
369,ariquemes,-9.9133,-63.0408,297.14,96,100,0.22,BR,1675801374
370,tahe,52.3333,124.7333,243.12,100,57,1.18,CN,1675801374
371,korampallam,8.7667,78.1,297.88,74,91,3.58,IN,1675801375
372,mengcheng,33.2579,116.5655,278.71,86,100,2.99,CN,1675801375
373,linhares,-19.3911,-40.0722,301.72,69,45,3.81,BR,1675801376
374,valdivia,-39.8142,-73.2459,302.2,38,0,1.87,CL,1675801229
375,urumqi,43.801,87.6005,263.68,93,75,2.0,CN,1675801377
376,along,28.1667,94.7667,285.73,86,100,0.65,IN,1675801377
377,san roque,36.2107,-5.3842,284.61,76,20,6.69,ES,1675801378
378,arraial do cabo,-22.9661,-42.0278,300.07,83,40,3.09,BR,1675801378
379,sioux lookout,50.1001,-91.917,265.39,82,100,3.96,CA,1675801379
380,san-pedro,4.7485,-6.6363,299.56,85,99,3.04,CI,1675801379
381,ribeira grande,38.5167,-28.7,285.8,62,20,7.2,PT,1675801185
382,nuuk,64.1835,-51.7216,261.49,79,75,3.6,GL,1675801380
383,la peca,-5.6111,-78.435,301.23,51,44,1.44,PE,1675801380
384,esplanada,-11.7961,-37.945,301.39,49,98,4.73,BR,1675801380
385,constitucion,-35.3333,-72.4167,294.7,55,12,3.39,CL,1675801381
386,cizre,37.3272,42.1903,277.71,93,75,1.54,TR,1675801382
387,matai,-8.3,31.5167,287.55,93,100,0.97,TZ,1675801382
388,bairiki,1.3292,172.9752,301.15,78,40,5.66,KI,1675801383
389,darapidap,17.2131,120.4114,299.83,78,1,1.96,PH,1675801384
390,manono,-7.3,27.4167,293.4,97,97,1.43,CD,1675801384
391,conceicao do araguaia,-8.2578,-49.2647,301.04,82,99,1.18,BR,1675801386
392,indiaroba,-11.5192,-37.5117,300.96,62,58,3.3,BR,1675801389
393,tulle,45.3333,1.8333,276.78,74,0,2.36,FR,1675801390
394,ixtapa,20.7,-105.2,297.72,65,0,5.66,MX,1675801391
395,ayna,-12.65,-73.9167,294.79,67,59,1.66,PE,1675801394
396,kalmunai,7.4167,81.8167,297.88,87,52,3.3,LK,1675801395
397,oulainen,64.2667,24.8,273.6,96,100,2.91,FI,1675801396
398,putina,-15.4667,-69.4333,284.84,63,66,5.19,PE,1675801396
399,boa vista,2.8197,-60.6733,305.14,51,40,5.14,BR,1675801398
400,tomatlan,19.9333,-105.25,302.36,50,99,5.37,MX,1675801399
401,baranain,42.8057,-1.6773,276.84,92,75,1.54,ES,1675801401
402,cabo rojo,18.0866,-67.1457,302.52,71,49,4.9,PR,1675801363
403,san vicente,-26.6167,-54.1333,307.11,18,8,1.81,AR,1675801403
404,vanimo,-2.6741,141.3028,297.69,95,100,2.54,PG,1675801405
405,maldonado,-34.6667,-54.9167,301.81,44,45,6.5,UY,1675801406
406,inuvik,68.3499,-133.7218,241.57,68,75,1.54,CA,1675801406
407,shelburne,44.0787,-80.2041,276.68,88,85,10.46,CA,1675801328
408,pyaozerskiy,65.8333,31.1667,274.85,88,100,5.18,RU,1675801286
409,xichang,27.8964,102.2634,278.96,79,34,1.02,CN,1675801408
410,panguma,8.1833,-11.1333,300.48,51,100,2.28,SL,1675801408
411,hobyo,5.3505,48.5268,297.86,78,8,5.78,SO,1675801409
412,vostok,46.4856,135.8833,252.6,99,100,2.17,RU,1675801135
413,richards bay,-28.783,32.0377,297.15,93,61,2.83,ZA,1675801355
414,ossora,59.2353,163.0719,245.53,88,99,2.42,RU,1675801411
415,puerto leguizamo,-0.1934,-74.7819,304.24,46,100,1.54,CO,1675801412
416,wilmington,34.2257,-77.9447,293.1,53,0,3.6,US,1675801345
417,uong bi,21.0333,106.7833,293.14,94,100,2.15,VN,1675801413
418,upernavik,72.7868,-56.1549,246.71,94,100,1.8,GL,1675801176
419,narrabri,-30.3167,149.7833,294.55,78,2,4.3,AU,1675801414
420,kon tum,14.35,108.0,290.95,94,22,1.01,VN,1675801415
421,makat,47.6469,53.3463,268.48,85,100,8.43,KZ,1675801416
422,angoche,-16.2325,39.9086,299.15,83,100,4.22,MZ,1675801416
423,jalingo,8.8833,11.3667,301.56,13,7,2.13,NG,1675801417
424,katangli,51.7102,143.2326,254.98,99,100,1.86,RU,1675801418
425,lamlash,55.5336,-5.1296,281.13,88,100,2.87,GB,1675801418
426,bilma,18.6853,12.9164,294.56,18,72,2.53,NE,1675801215
427,porto santo,33.072,-16.3415,288.36,67,75,6.17,PT,1675801419
428,dongli,23.5656,116.8194,289.46,85,47,3.39,CN,1675801419
429,jiexiu,37.0244,111.9125,276.53,39,100,1.22,CN,1675801420
430,ponta delgada,37.7333,-25.6667,286.55,82,40,10.29,PT,1675801368
431,champerico,14.3,-91.9167,309.45,58,63,5.51,GT,1675801420
432,miraflores,19.2167,-98.8083,295.57,15,0,2.07,MX,1675801421
433,fukue,32.6881,128.8419,285.07,65,84,7.71,JP,1675801421
434,luwuk,-0.9516,122.7875,298.69,83,100,1.59,ID,1675801422
435,esil,51.9556,66.4042,256.19,99,92,1.6,KZ,1675801366
436,dzaoudzi,-12.7887,45.2699,300.09,83,0,1.54,YT,1675801422
437,mityana,0.4175,32.0228,292.56,77,47,0.44,UG,1675801423
438,kibre mengist,5.8833,38.9833,287.09,38,8,1.24,ET,1675801423
439,svetlogorsk,52.6333,29.7333,262.92,96,30,1.95,BY,1675801424
440,deputatskiy,69.3,139.9,229.39,99,58,1.96,RU,1675801424
441,cockburn town,21.4612,-71.1419,298.45,74,0,9.13,TC,1675801424
442,dongying,37.4564,118.4856,273.05,60,21,2.43,CN,1675801425
443,kilindoni,-7.9139,39.6668,300.77,80,100,6.83,TZ,1675801425
444,zhangye,38.9342,100.4517,269.65,52,100,1.4,CN,1675801426
445,tucuma,-0.1833,-50.05,298.77,89,95,3.57,BR,1675801426
446,dharchula,29.85,80.5333,281.98,42,70,3.5,IN,1675801427
447,barra,-11.0894,-43.1417,304.21,43,81,2.98,BR,1675801427
448,sechura,-5.5569,-80.8222,302.01,57,35,8.1,PE,1675801427
449,chunoyar,57.4467,97.3217,258.65,99,100,1.2,RU,1675801428
450,goderich,43.7501,-81.7165,276.99,95,100,9.2,CA,1675801251
451,olafsvik,64.8945,-23.7142,271.0,58,100,16.52,IS,1675801211
452,krasnovishersk,60.4078,57.082,256.93,98,100,2.07,RU,1675801429
453,kumluca,36.3703,30.2869,278.23,48,1,4.76,TR,1675801419
454,zyryanka,65.75,150.85,235.27,99,86,1.85,RU,1675801430
455,road town,18.4167,-64.6167,300.2,75,0,8.74,VG,1675801203
456,rafaela,-31.2503,-61.4867,314.82,7,0,0.45,AR,1675801431
457,huanren,41.2647,125.3667,263.03,90,5,1.13,CN,1675801431
458,horni briza,49.8401,13.3556,269.39,86,3,1.05,CZ,1675801432
459,kamarion,36.8,25.8167,278.2,62,100,13.67,GR,1675801432
460,konevo,62.1215,39.3192,270.77,90,100,4.94,RU,1675801432
461,gigmoto,13.7796,124.39,298.34,84,100,4.82,PH,1675801433
462,dzhebariki-khaya,62.2167,135.8,228.53,100,100,0.45,RU,1675801433
463,bronnoysund,65.4625,12.1997,278.15,75,75,8.94,NO,1675801434
464,boca do acre,-8.7522,-67.3978,302.88,68,26,0.73,BR,1675801434
465,kutum,14.2,24.6667,289.57,25,14,5.54,SD,1675801427
466,lima,-12.0432,-77.0282,299.29,69,40,6.69,PE,1675801282
467,souillac,-20.5167,57.5167,298.83,81,37,7.34,MU,1675801435
468,novokruchininskiy,51.7833,113.7667,256.0,100,14,1.4,RU,1675801435
469,panzhihua,26.5851,101.7128,282.73,51,0,0.69,CN,1675801435
470,atasu,48.6814,71.6433,251.62,100,100,2.35,KZ,1675801436
471,lewistown,40.5992,-77.5714,281.59,75,75,0.0,US,1675801436
472,ahvaz,31.3203,48.6693,288.12,47,0,2.06,IR,1675801437
473,pokhara,28.2333,83.9833,286.03,68,89,1.83,NP,1675801291
474,young,-32.6833,-57.6333,310.8,14,1,1.03,UY,1675801437
475,muroto,33.2833,134.15,285.01,78,53,2.67,JP,1675801438
476,aripuana,-9.1667,-60.6333,296.63,98,100,1.25,BR,1675801438
477,chulym,55.0997,80.9572,253.19,99,91,2.8,RU,1675801439
478,benghazi,32.1167,20.0667,286.62,53,100,6.71,LY,1675801439
479,mocuba,-16.8392,36.9856,296.93,96,100,1.92,MZ,1675801440
480,zaysan,47.4667,84.8667,263.85,86,100,0.53,KZ,1675801440
481,wahpeton,46.2652,-96.6059,273.16,80,0,2.57,US,1675801441
482,pacific grove,36.6177,-121.9166,288.84,63,0,3.6,US,1675801172
483,innisfail,-17.5333,146.0333,298.51,92,100,3.77,AU,1675801443
484,vila,42.0304,-8.1588,275.76,67,3,1.98,PT,1675801272
485,san patricio,28.017,-97.5169,297.68,72,100,7.66,US,1675801246
486,xudat,41.631,48.681,274.46,80,93,4.4,AZ,1675801445
487,vila velha,-20.3297,-40.2925,301.12,81,20,7.72,BR,1675801410
488,edelira,-26.75,-55.2667,311.06,16,25,0.78,PY,1675801447
489,miquelon,47.0975,-56.3814,268.15,70,100,13.4,PM,1675801447
490,ambilobe,-13.2,49.05,296.08,97,100,1.11,MG,1675801449
491,liepaja,56.5419,21.0367,274.14,93,100,5.14,LV,1675801450
492,axim,4.8699,-2.2405,299.4,86,22,2.44,GH,1675801451
493,rawson,-43.3002,-65.1023,296.51,42,54,6.46,AR,1675801453
494,la palma,33.8464,-118.0467,296.53,27,0,2.57,US,1675801195
495,kamenka,51.3223,42.7678,260.31,95,11,4.55,RU,1675801455
496,maputo,-25.9653,32.5892,297.44,90,7,3.2,MZ,1675801433
497,broken hill,-31.95,141.4333,293.93,31,0,4.51,AU,1675801457
498,porto novo,6.4965,2.6036,300.26,77,87,4.2,BJ,1675801459
499,tazovskiy,67.4667,78.7,242.6,100,100,2.18,RU,1675801460
500,la rioja,42.25,-2.5,272.03,95,100,2.0,ES,1675801461
501,port macquarie,-31.4333,152.9167,294.2,78,94,1.16,AU,1675801463
502,towada,40.6127,141.2067,268.8,90,68,1.18,JP,1675801463
503,alyangula,-13.8483,136.4192,301.24,71,100,1.83,AU,1675801464
504,hovd,48.0056,91.6419,255.6,81,22,0.85,MN,1675801465
505,najran,17.4924,44.1277,294.07,37,28,2.12,SA,1675801409
506,hofn,64.2539,-15.2082,273.57,86,100,10.5,IS,1675801466
507,tarauaca,-8.1614,-70.7656,297.95,91,98,0.82,BR,1675801467
508,praia da vitoria,38.7333,-27.0667,285.24,75,95,7.25,PT,1675801241
509,portland,45.5234,-122.6762,282.58,88,100,8.05,US,1675801469
510,klaksvik,62.2266,-6.589,281.66,84,100,22.75,FO,1675801242
511,aswan,24.0934,32.907,285.58,34,57,4.84,EG,1675801470
512,puerto parra,6.6515,-74.0573,308.66,40,22,0.9,CO,1675801470
513,christchurch,-43.5333,172.6333,290.55,68,100,5.66,NZ,1675801471
514,kysyl-syr,63.8986,122.7617,232.57,100,100,0.27,RU,1675801472
515,coquimbo,-29.9533,-71.3436,293.0,77,75,6.17,CL,1675801358
516,oranjemund,-28.55,16.4333,291.23,92,91,7.46,NA,1675801473
517,hibbing,47.4272,-92.9377,273.79,43,0,4.63,US,1675801474
518,hamilton,39.1834,-84.5333,286.5,79,100,5.14,US,1675801456
519,manggar,-2.8833,108.2667,298.93,86,98,2.96,ID,1675801475
520,margate,51.3813,1.3862,276.43,68,6,2.85,GB,1675801475
521,xinmin,41.9908,122.8253,265.56,67,0,3.12,CN,1675801476
522,wewak,-3.5534,143.6268,297.89,93,100,3.72,PG,1675801476
523,slave lake,55.2834,-114.769,274.3,67,18,3.78,CA,1675801477
524,oranjestad,12.524,-70.027,301.43,71,20,10.29,AW,1675801478
525,guatire,10.4762,-66.5427,300.48,73,94,2.78,VE,1675801479
526,palana,59.1167,159.9667,244.86,100,100,3.42,RU,1675801479
527,estelle,29.8458,-90.1067,299.26,64,75,6.17,US,1675801480
528,isangel,-19.55,169.2667,299.8,82,100,0.69,VU,1675801480
529,santander,43.4647,-3.8044,278.96,88,20,2.57,ES,1675801481
530,orlik,52.5178,99.825,246.34,94,33,1.16,RU,1675801482
531,mendi,-6.1761,143.6513,286.86,99,100,0.69,PG,1675801482
532,bambanglipuro,-7.95,110.2833,296.73,94,100,1.45,ID,1675801483
533,poso,-1.3959,120.7524,297.36,89,100,1.3,ID,1675801421
534,srikakulam,18.3,83.9,293.97,84,2,1.61,IN,1675801413
535,abalak,58.1286,68.5944,248.85,100,70,1.18,RU,1675801484
536,somanda,-3.3667,33.95,293.07,67,53,1.74,TZ,1675801484
537,saint-pierre,-21.3393,55.4781,298.97,78,20,4.63,RE,1675801304
538,khani,41.9563,42.9566,270.91,98,100,1.6,GE,1675801485
539,buraydah,26.326,43.975,287.53,38,100,2.98,SA,1675801296
540,fairbanks,64.8378,-147.7164,258.6,82,75,0.0,US,1675801485
541,fort nelson,58.8053,-122.7002,273.1,69,1,2.72,CA,1675801255
542,prabumulih,-3.45,104.25,296.55,95,100,0.38,ID,1675801486
543,nisia floresta,-6.0911,-35.2086,302.6,61,88,6.24,BR,1675801486
544,zhezkazgan,47.8043,67.7144,256.14,85,75,3.0,KZ,1675801487
545,kudligi,14.9,76.3833,296.91,41,100,1.21,IN,1675801487
546,illapel,-31.6308,-71.1653,302.65,42,0,3.94,CL,1675801488
547,pingyin,36.2831,116.4453,276.42,59,100,3.19,CN,1675801488
548,canto do buriti,-8.11,-42.9444,298.24,78,100,0.27,BR,1675801489
549,porto murtinho,-21.6989,-57.8825,302.85,70,97,2.2,BR,1675801489
550,bandarbeyla,9.4942,50.8122,297.85,74,63,5.98,SO,1675801490
551,panjab,34.388,67.0233,259.33,61,54,1.19,AF,1675801490
552,novo aripuana,-5.1206,-60.3797,301.79,74,72,0.59,BR,1675801491
553,lagunillas,10.1301,-71.2595,303.45,55,65,5.26,VE,1675801491
554,bereda,43.2686,-7.5406,277.27,87,94,4.05,ES,1675801349
555,bara,10.3744,10.7288,299.11,18,23,4.86,NG,1675801492
556,posse,-14.0931,-46.3694,301.69,53,99,1.3,BR,1675801492
557,sao felix do xingu,-6.6447,-51.995,303.12,64,95,1.32,BR,1675801368
558,oda,35.1833,132.5,281.0,73,20,2.25,JP,1675801493
559,luanda,-8.8368,13.2343,300.15,74,75,4.12,AO,1675801324
560,parainen,60.3067,22.301,275.45,94,100,4.79,FI,1675801494
561,liwale,-9.7667,37.9333,294.03,99,100,1.26,TZ,1675801494
562,tripoli,32.8752,13.1875,286.73,60,97,10.22,LY,1675801495
563,chicama,-7.8447,-79.1469,295.45,55,4,5.44,PE,1675801495
564,nome,64.5011,-165.4064,250.46,84,0,0.0,US,1675801207
565,taoudenni,22.6783,-3.9836,294.79,18,92,4.1,ML,1675801496
566,puerto colombia,10.9878,-74.9547,300.05,73,35,10.92,CO,1675801496
567,carutapera,-1.195,-46.02,299.28,86,98,3.78,BR,1675801496
568,ulaangom,49.9811,92.0667,247.34,92,100,1.3,MN,1675801497
569,kirakira,-10.4544,161.9205,300.08,88,100,4.77,SB,1675801259
570,nanakuli,21.3906,-158.1547,299.12,64,100,3.09,US,1675801497
571,haines junction,60.7522,-137.5108,270.45,93,95,2.12,CA,1675801498
572,agoura hills,34.1364,-118.7745,293.19,26,0,0.89,US,1675801498
573,ronne,55.1009,14.7066,276.1,81,75,4.12,DK,1675801499
574,maragogi,-9.0122,-35.2225,300.24,66,78,4.41,BR,1675801499
575,grants,35.1473,-107.8514,272.28,86,100,2.06,US,1675801499
576,maua,-23.6678,-46.4614,296.13,98,100,3.18,BR,1675801500
577,sirur,18.8333,74.3833,295.27,30,16,2.75,IN,1675801500
578,alihe,50.5667,123.7167,249.92,98,100,1.31,CN,1675801501
579,qesarya,32.5189,34.9046,282.23,64,94,11.87,IL,1675801504
580,tezu,27.9167,96.1667,287.65,75,100,1.67,IN,1675801505
